Timestamp,Type,Amount,Exchange Buy,Price Buy,Exchange Sell,Price Sell,Profit
1594495670928,DASH,3.1,Coinbase,71.786,Binance,71.87,0.1179
1594495676925,DASH,4,Coinbase,71.79,Binance,71.86,0.0962
1594495684117,DASH,3.85,Coinbase,71.746,Binance,71.87,0.3005
1594495702690,DASH,3.84923,Coinbase,71.782,Binance,71.85,0.0848
1594495810119,DASH,4.4322,Coinbase,71.745,Binance,71.84,0.2174
1594495942238,DASH,3.9342,Coinbase,71.736,Binance,71.83,0.1891
1594495945226,DASH,4.05,Coinbase,71.748,Binance,71.8,0.0246
1594496091916,DASH,3.00364,Coinbase,71.709,Binance,71.81,0.1654
1594496096945,DASH,4.15,Coinbase,71.728,Binance,71.8,0.1082
1594496128104,DASH,3.55,Coinbase,71.684,Binance,71.78,0.1779
1594496141101,DASH,3.15,Coinbase,71.694,Binance,71.77,0.0948
1594496173985,DASH,4.6,Coinbase,71.724,Binance,71.78,0.0464
1594496221034,DASH,4.9,Coinbase,71.731,Binance,71.79,0.0641
1594496244286,DASH,3.3,Coinbase,71.749,Binance,71.85,0.1817
1594496290429,DASH,3.05,Coinbase,71.714,Binance,71.78,0.0613
1594496292200,DASH,4.15,Coinbase,71.75,Binance,71.8,0.0169
1594496295445,DASH,3.3,Coinbase,71.719,Binance,71.81,0.1488
1594496314581,DASH,4.7,Coinbase,71.716,Binance,71.78,0.085
1594496358499,DASH,4.65,Coinbase,71.722,Binance,71.78,0.0562
1594496406260,DASH,3,Coinbase,71.7,Binance,71.77,0.0723
1594496437354,DASH,4.28388,Coinbase,71.716,Binance,71.79,0.1203
1594496443317,DASH,3.35,Coinbase,71.704,Binance,71.76,0.0338
1594496480372,DASH,3.6,Coinbase,71.708,Binance,71.76,0.0219
1594496482183,DASH,4.03768,Coinbase,71.704,Binance,71.77,0.0811
1594496488333,DASH,3.15136,Coinbase,71.721,Binance,71.79,0.0727
1594496507354,DASH,3.39756,Coinbase,71.702,Binance,71.77,0.0751
1594496509107,XLM,4412.704,Binance,0.09224,Coinbase,0.09231,0.0483
1594496512037,XLM,2871.412,Binance,0.09219,Coinbase,0.09225,0.0028
1594496571419,DASH,3.34832,Coinbase,71.747,Binance,71.84,0.1576
1594496573406,DASH,3.74224,Coinbase,71.784,Binance,71.85,0.075
1594496580402,DASH,117.21682,Coinbase,71.792,Binance,71.87,3.755
1594496587712,DASH,4.6,Coinbase,71.822,Binance,71.88,0.0553
1594496592026,XTZ,11695.3452,Coinbase,2.6805,Binance,2.6829,7.9985
1594496602416,DASH,4.87476,Coinbase,71.814,Binance,71.9,0.1951
1594496640105,DASH,3.85,Coinbase,71.823,Binance,71.91,0.1579
1594496664712,DASH,3.3,Coinbase,71.813,Binance,71.87,0.0364
1594496727767,DASH,3.64376,Coinbase,71.787,Binance,71.88,0.1714
1594496758614,DASH,3.55,Coinbase,71.831,Binance,71.88,0.0107
1594496760418,DASH,4.48084,Coinbase,71.822,Binance,71.89,0.0987
1594496792698,DASH,4.23464,Coinbase,71.788,Binance,71.88,0.1949
1594496796870,DASH,3.74224,Coinbase,71.782,Binance,71.87,0.1573
1594496827507,DASH,4.72704,Coinbase,71.818,Binance,71.9,0.1703
1594496830505,DASH,4.4316,Coinbase,71.816,Binance,71.91,0.2128
1594496851517,DASH,4.85,Coinbase,71.843,Binance,71.9,0.0534
1594496870532,DASH,4,Coinbase,71.841,Binance,71.91,0.092
1594496877546,DASH,71.7654,Coinbase,71.853,Binance,71.9,0.072
1594496946098,DASH,3.65,Coinbase,71.785,Binance,71.85,0.0695
1594496972106,DASH,3.84072,Coinbase,71.761,Binance,71.84,0.127
1594496987128,DASH,3.75,Coinbase,71.8,Binance,71.85,0.0151
1594496999136,DASH,4.03768,Coinbase,71.76,Binance,71.84,0.1375
1594497021025,ALGO,830,Binance,0.2765,Coinbase,0.2767,0.0191
1594497064710,DASH,4.6778,Coinbase,71.727,Binance,71.81,0.1734
1594497094215,XLM,89.05,Coinbase,0.09203,Binance,0.09212,0.0028
1594497098954,DASH,4.87476,Coinbase,71.765,Binance,71.9,0.434
1594497100949,DASH,10.375,Coinbase,71.768,Binance,71.91,0.9964
1594497107954,DASH,6.25212,Coinbase,71.822,Binance,71.9,0.2002
1594497112618,ALGO,1020.24,Coinbase,0.2769,Binance,0.2772,0.1252
1594497125632,ALGO,560.7,Coinbase,0.2771,Binance,0.2773,0.0127
1594497159986,DASH,4.08692,Coinbase,71.764,Binance,71.86,0.2045
1594497175603,ETH,15.83127,Coinbase,237.93,Binance,238.1,0.28
1594497178324,ETH,1.251995,Coinbase,237.66,Binance,237.98,0.2101
1594497181326,ETH,21.144882,Coinbase,237.68,Binance,237.91,1.6457
1594497183075,XRP,107001.074051,Coinbase,0.1988,Binance,0.19897,4.5719
1594497183078,DASH,3.39756,Coinbase,71.678,Binance,71.76,0.1227
1594497186378,ETH,6.54088,Coinbase,237.62,Binance,237.86,0.5747
1594497186953,ETC,0.779572,Coinbase,6.454,Binance,6.4629,0.0037
1594497186953,XRP,61045.046055,Coinbase,0.198,Binance,0.19864,31.3238
1594497191387,ETH,3.128,Coinbase,237.53,Binance,237.76,0.2438
1594497211999,DASH,4.08692,Coinbase,71.707,Binance,71.79,0.1516
1594497213994,DASH,3.59452,Coinbase,71.717,Binance,71.8,0.1333
1594497225000,DASH,4.85,Coinbase,71.765,Binance,71.82,0.0439
1594497230003,DASH,3.79148,Coinbase,71.743,Binance,71.83,0.1557
1594497233002,DASH,3.98844,Coinbase,71.76,Binance,71.85,0.1757
1594497237010,DASH,4.23464,Coinbase,71.75,Binance,71.84,0.1866
